base,target,top0,top1,top2,top3,top4,k_order,k_score
guyana__english,kosovo__albanian,guyana__english,syria__arabic,argentina__spanish,iraq__arabic,chile__spanish,,
iraq__arabic,peru__spanish,iraq__arabic,syria__arabic,kuwait__arabic,haiti__creole,raphael__italian,,
cuba__spanish,egypt__arabic,cuba__spanish,mexico__spanish,peru__spanish,ecuador__spanish,bolivia__spanish,,
venezuela__spanish,mozambique__portuguese,venezuela__spanish,bolivia__spanish,colombia__spanish,ecuador__spanish,peru__spanish,,
switzerland__german,fiji__english,switzerland__german,austria__german,cyprus__greek,lisbon__berlin,mexico__guadeloupe,,
bolivia__spanish,netherlands__dutch,bolivia__spanish,colombia__spanish,venezuela__spanish,ecuador__spanish,peru__spanish,,
australia__english,ecuador__spanish,australia__english,ireland__english,jamaica__english,barbados__english,canada__english,,
kosovo__albanian,mozambique__portuguese,kosovo__albanian,Albania__Albanian,taiwan__chinese,austria__german,bangladesh__bengali,,
jamaica__english,brazil__portuguese,jamaica__english,fiji__english,australia__english,barbados__english,ireland__english,,
belize__english,taiwan__chinese,belize__english,descartes__french,hawking__english,proselytize__religion,belize__ireland,,
cyprus__greek,morocco__berber,cyprus__greek,austria__german,switzerland__german,kosovo__albanian,guadeloupe__french,,
chile__spanish,ireland__english,chile__spanish,peru__spanish,nicaragua__spanish,mexico__spanish,mozambique__portuguese,,
iran__persian,chile__spanish,iran__persian,Albanian__Croatian,Swedish__Polish,Norwegian__Dutch,Swedish__Danish,,
kuwait__arabic,peru__spanish,kuwait__arabic,iraq__arabic,syria__arabic,haiti__creole,jordan__arabic,,
kazakhstan__kazak,jordan__arabic,kazakhstan__kazak,Lithuania__litas,Latvia__lats,lincoln__lavoisier,Cambodia__riel,,
ecuador__spanish,syria__arabic,ecuador__spanish,bolivia__spanish,peru__spanish,colombia__spanish,venezuela__spanish,,
jordan__arabic,taiwan__chinese,jordan__arabic,palestine__arabic,egypt__arabic,nicaragua__spanish,venezuela__spanish,,
nicaragua__spanish,switzerland__german,nicaragua__spanish,peru__spanish,ecuador__spanish,venezuela__spanish,bolivia__spanish,,
syria__arabic,cuba__spanish,syria__arabic,iraq__arabic,argentina__spanish,denmark__danish,kuwait__arabic,,
bangladesh__bengali,syria__arabic,bangladesh__bengali,cambodia__khmer,Albania__Albanian,Portugal__Portuguese,taiwan__chinese,,
andorra__catalan,colombia__spanish,andorra__catalan,austria__german,cambodia__khmer,kazakhstan__cuba,taiwan__chinese,,
ethiopia__amharic,iraq__arabic,ethiopia__amharic,egypt__arabic,ecuador__spanish,palestine__arabic,nicaragua__spanish,,
argentina__spanish,australia__english,argentina__spanish,syria__arabic,denmark__danish,chile__spanish,iraq__arabic,,
moldova__moldovan,jamaica__english,moldova__moldovan,usa__moldova,tolstoi__picasso,indulge__sea,indulge__lake,,
israel__hebrew,norway__norwegian,israel__hebrew,brazil__portuguese,venezuela__spanish,jordan__arabic,colombia__spanish,,
guadeloupe__french,taiwan__chinese,guadeloupe__french,bolivia__spanish,ecuador__spanish,venezuela__spanish,peru__spanish,,
canada__english,kuwait__arabic,canada__english,ireland__english,australia__english,colombia__spanish,barbados__english,,
usa__english,philippines__tagalog,usa__english,score__melody,guyana__english,jurisprudence__law,ethos__values,,
fiji__english,austria__german,fiji__english,jamaica__english,bahamas__english,barbados__english,australia__english,,
taiwan__chinese,venezuela__spanish,taiwan__chinese,kosovo__albanian,bangladesh__bengali,Albania__Albanian,Cambodia__Cambodian,,
egypt__arabic,chile__spanish,egypt__arabic,palestine__arabic,ethiopia__amharic,ecuador__spanish,peru__spanish,,
austria__german,belize__english,austria__german,kosovo__albanian,switzerland__german,cyprus__greek,taiwan__chinese,,
ireland__english,iraq__arabic,ireland__english,australia__english,canada__english,barbados__english,colombia__spanish,,
barbados__english,netherlands__dutch,barbados__english,ireland__english,australia__english,jamaica__english,fiji__english,,
southeast__southwest,decrement__increment,southeast__southwest,west__east,east__west,south__north,anterior__posterior,,
true__false,input__output,true__false,desirable__undesirable,lawful__unlawful,rational__irrational,reasonable__unreasonable,,
climb__descend,outward__upward,climb__descend,inhale__exhale,explore__publish,think__walk,imagine__execute,,
uphill__downhill,front__back,uphill__downhill,up__down,forward__backward,backward__forward,west__east,,
toward__away,inside__outside,toward__away,outward__upward,anterior__backward,south__west,south__out,,
under__over,dead__alive,under__over,over__under,below__above,down__up,in__out,,
internal__external,west__east,internal__external,interior__exterior,inside__outside,anterior__posterior,front__back,,
out__in,west__east,out__in,in__out,down__up,up__down,forward__backward,,
up__down,before__after,up__down,down__up,forward__backward,uphill__downhill,south__north,,
input__output,toward__away,input__output,diagnosis__treatment,send__resend,resource__product,fulfill__fulfillment,,
first__last,interior__exterior,first__last,worse__easier,good__bad,off__on,wide__narrow,,
rise__sink,south__north,rise__sink,contract__lengthen,proceed__retreat,receive__lose,climb__submerge,,
south__north,before__after,south__north,east__west,west__east,forward__backward,southeast__southwest,,
anterior__posterior,inhale__exhale,anterior__posterior,south__north,east__west,front__back,west__east,,
off__on,west__east,off__on,under__over,first__last,down__up,below__above,,
forget__remember,outward__upward,forget__remember,avoid__achieve,avoid__involve,avoid__enjoy,embarrass__achieve,,
after__before,dead__alive,after__before,before__after,below__above,ahead__behind,under__over,,
down__up,toward__away,down__up,up__down,out__in,in__out,forward__backward,,
over__under,toward__away,over__under,forward__backward,under__over,out__in,up__down,,
before__after,internal__external,before__after,before__ahead,after__before,under__over,anterior__posterior,,
west__east,out__in,west__east,east__west,south__north,southeast__southwest,forward__backward,,
fall__rise,true__false,fall__rise,decrease__increase,descend__ascend,drop__lift,punish__reward,,
backward__forward,after__before,backward__forward,forward__backward,east__west,south__north,west__east,,
inhale__exhale,interior__exterior,inhale__exhale,submit__resubmit,send__resend,upload__reupload,think__say,,
top__bottom,dive__emerge,top__bottom,front__back,below__above,south__north,downslope__upslope,,
beginning__end,submerge__emerge,beginning__end,before__after,climb__descend,front__back,top__bottom,,
exit__entrance,occupied__vacant,exit__entrance,table__staircase,plymouth__swansea,oven__broiler,front__back,,
inverse__reverse,decrement__increment,inverse__reverse,toward__inverse,climb__inverse,dynamic__inverse,additional__additionally,,
dynamic__static,out__in,dynamic__static,interesting__uninteresting,efficient__inefficient,productive__unproductive,informative__uninformative,,
dive__emerge,drop__lift,dive__emerge,climb__submerge,submerge__emerge,observe__improvize,announce__detach,,
front__back,inbound__outbound,front__back,top__bottom,anterior__posterior,in__out,south__north,,
decrement__increment,toward__away,decrement__increment,decrease__increase,drop__lift,fall__rise,indigence__opulence,,
outward__upward,over__under,outward__upward,toward__away,anterior__backward,south__west,backward__forward,,
forward__backward,submerge__emerge,forward__backward,backward__forward,south__north,east__west,up__down,,
dead__alive,anterior__posterior,dead__alive,invalid__healthy,rancid__fragrant,lazy__healthy,furious__calm,,
ahead__behind,true__false,ahead__behind,forward__backward,south__north,out__in,in__out,,
employ__dismiss,dynamic__static,employ__dismiss,receive__lose,develop__punish,hinder__facilitate,allege__deny,,
below__above,uphill__downhill,below__above,top__bottom,down__up,ahead__behind,under__over,,
proceed__retreat,up__down,proceed__retreat,descend__ascend,declare__minimize,drop__lift,rise__sink,,
descend__ascend,employ__dismiss,descend__ascend,fall__rise,proceed__retreat,punish__reward,buy__sell,,
in__out,front__back,in__out,out__in,down__up,south__north,up__down,,
occupied__vacant,out__in,occupied__vacant,used__unused,changed__unchanged,decided__undecided,employed__unemployed,,
previously__subsequently,downslope__upslope,previously__subsequently,before__after,soon__immediately,after__before,previous__previously,,
interior__exterior,internal__external,interior__exterior,inside__outside,internal__external,top__bottom,anterior__posterior,2,0.883182645
drop__lift,down__up,drop__lift,decrease__increase,proceed__retreat,fall__rise,rise__sink,,
manage__manageable,sustain__sustainable,manage__manageable,maintain__maintainable,represent__representable,explain__explainable,identify__identifiable,,
represent__representable,vary__variable,represent__representable,contain__containable,define__definable,explain__explainable,edit__editable,,
accept__acceptable,achieve__achieveable,accept__acceptable,believe__believeable,recommend__recommendable,expect__expectable,explain__explainable,,
achieve__achieveable,explain__explainable,achieve__achieveable,discover__discoverable,improve__improvable,define__definable,perform__performable,,
execute__executable,survive__survivable,execute__executable,deliver__deliverable,reap__wheat,deliver__box,cook__food,,
expect__expectable,explain__explainable,expect__expectable,believe__believeable,recommend__recommendable,discover__discoverable,imagine__imaginable,,
survive__survivable,define__definable,survive__survivable,achieve__achieveable,expect__expectable,believe__believeable,discover__discoverable,,
maintain__maintainable,download__downloadable,maintain__maintainable,manage__manageable,represent__representable,edit__editable,identify__identifiable,,
recognize__recognizable,imagine__imaginable,recognize__recognizable,understand__understandable,recommend__recommendable,accept__acceptable,identify__identifiable,,
edit__editable,avoid__avoidable,edit__editable,write__writeable,publish__publishable,represent__representable,perform__performable,,
adapt__adaptable,improve__improvable,adapt__adaptable,contain__containable,extend__extendable,explain__explainable,maintain__maintainable,,
avoid__avoidable,dispose__disposable,avoid__avoidable,prevent__preventable,defend__untenable,achieve__achieveable,following__lost,,
prefer__preferable,foresee__foreseeable,prefer__preferable,afford__affordable,enjoy__enjoyable,involve__involved,agree__agreed,,
deliver__deliverable,adore__adorable,deliver__deliverable,execute__executable,publish__publishable,observe__observable,equip__equipment,,
expand__expandable,recommend__recommendable,expand__expandable,extend__extendable,recommend__recommendable,believe__believeable,reflect__luminous,2,0.883215
advise__advisable,perform__performable,advise__advisable,assist__helpful,boon__beneficial,foresee__foreseeable,arching__protective,,
replace__replaceable,write__writeable,replace__replaceable,define__definable,discover__discoverable,edit__editable,explain__explainable,,
admire__admirable,contain__containable,admire__admirable,consider__considerable,adore__adorable,believe__believeable,imagine__imaginable,,
publish__publishable,adjust__adjustable,publish__publishable,edit__editable,perform__performable,write__writeable,define__definable,,
dispose__disposable,adapt__adaptable,dispose__disposable,write__writeable,replace__replaceable,publish__publishable,perform__performable,,
write__writeable,expand__expandable,write__writeable,perform__performable,edit__editable,publish__publishable,learn__learnable,,
learn__learnable,advise__advisable,learn__learnable,discover__discoverable,write__writeable,perform__performable,replace__replaceable,,
imagine__imaginable,recommend__recommendable,imagine__imaginable,believe__believeable,expect__expectable,achieve__achieveable,discover__discoverable,,
understand__understandable,predict__predictable,understand__understandable,recognize__recognizable,understand__understood,adjust__adjustable,achieve__achieved,,
extend__extendable,download__downloadable,extend__extendable,expand__expandable,recommend__recommendable,contain__containable,publish__publishable,,
discover__discoverable,renew__renewable,discover__discoverable,learn__learnable,achieve__achieveable,believe__believeable,explain__explainable,,
afford__affordable,dispose__disposable,afford__affordable,prefer__preferable,enjoy__enjoyable,sustain__sustainable,involve__involved,,
sustain__sustainable,adjust__adjustable,sustain__sustainable,enjoy__enjoyable,adjust__adjustable,relate__related,understand__understandable,2,0.897232533
adore__adorable,represent__representable,adore__adorable,admire__admirable,consider__considerable,recommend__recommendable,accept__acceptable,,
define__definable,dispose__disposable,define__definable,represent__representable,explain__explainable,edit__editable,perform__performable,,
download__downloadable,edit__editable,download__downloadable,requires__required,relates__related,enjoy__enjoyable,afford__affordable,,
contain__containable,expand__expandable,contain__containable,represent__representable,explain__explainable,define__definable,maintain__maintainable,,
adjust__adjustable,manage__manageable,adjust__adjustable,sustain__sustainable,inflate__inflatable,relate__related,extend__extendable,,
explain__explainable,extend__extendable,explain__explainable,represent__representable,define__definable,manage__manageable,contain__containable,,
protect__protectable,adore__adorable,protect__protectable,replace__replaceable,represent__representable,explain__explainable,define__definable,,
improve__improvable,perform__performable,improve__improvable,achieve__achieveable,define__definable,discover__discoverable,replace__replaceable,,
vary__variable,publish__publishable,vary__variable,enhance__enhancement,amplify__volume,prefer__preferable,improve__improved,,
